file_a,file_b,choice,source_a,source_b,original_file_a,original_file_b
audio/1031.wav,audio/1403.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d8/d8c05a98-7be5-4ac0-81e7-306c5ce19414.mp3,./dataset/reazonspeech_wav_out/002/6685b61710cac.wav
audio/0547.wav,audio/1142.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0c/0c8cdfbd-295b-4f8a-8c1e-cd40886e42f2.mp3,./dataset/reazonspeech_wav_out/000/15c0144c40f05.wav
audio/1182.wav,audio/2033.wav,-1.0,reazonspeech,coco_nut,./dataset/reazonspeech_wav_out/002/221a9cd43e7fe.wav,./dataset/coco_nut/wav/1/1692.wav
audio/0443.wav,audio/2442.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/25/25b0b9c0-1da7-4ee6-80c7-2abd9c3db94c.mp3,./dataset/coco_nut/wav/6/6804.wav
audio/1652.wav,audio/1059.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/b4f120ce57dec.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/64/6455cf9c-9206-418a-8674-2e0bbb0bf5d8.mp3
audio/1267.wav,audio/0254.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/386f2bc9e3551.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/02/021c60dc-ac5b-4ebb-8ab8-74380f424561.mp3
audio/1933.wav,audio/1634.wav,-1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/0/0502.wav,./dataset/reazonspeech_wav_out/003/af0196d40cfff.wav
audio/0948.wav,audio/1082.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/89/89c343b3-4456-4611-a9a9-1d0debd02763.mp3,./dataset/reazonspeech_wav_out/000/051944ee98935.wav
audio/1975.wav,audio/1168.wav,1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/1/1021.wav,./dataset/reazonspeech_wav_out/001/1d12ef8f88e68.wav
audio/1628.wav,audio/0250.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/acc8590807bb6.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/66/663f9ae2-3a01-4df6-88e8-6518b694a73c.mp3
audio/2019.wav,audio/0696.wav,-1.0,coco_nut,anim400k,./dataset/coco_nut/wav/1/1571.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d3/d3e06ce1-31e3-42a3-b824-554538bca313.mp3
audio/1164.wav,audio/0301.wav,-1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/1ca361c3a62b3.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/27/2773cc90-6a49-490e-88da-93e2190405c3.mp3
audio/2488.wav,audio/0825.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/7/7493.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/51/510a665c-4281-46e7-8bd3-e6094757fdfb.mp3
audio/1990.wav,audio/0276.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/1/1192.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/3d/3d45c920-7d6f-4f06-a8f6-1f316276aa98.mp3
audio/2179.wav,audio/0232.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/3/3944.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/36/36896efe-0fe0-458d-9900-6f4f145cdde4.mp3
audio/1337.wav,audio/0704.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/4d0f7e78111df.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d5/d5d47a74-7958-4e5f-b548-9d68c032be60.mp3
audio/2466.wav,audio/0374.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/7/7155.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/5f/5f7a487a-659e-4009-a5a4-909369a52d2f.mp3
audio/2087.wav,audio/0307.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/2/2383.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d1/d1ee0838-5ef6-4b91-a785-a874f2683723.mp3
audio/1933.wav,audio/0991.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/0/0502.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/b2/b2748c75-dd37-4cab-aaf9-f91cfd3496a6.mp3
audio/0155.wav,audio/1616.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/dd/ddb92698-284a-4514-a290-a24943d9f80c.mp3,./dataset/reazonspeech_wav_out/002/aaab583e89db8.wav
audio/0982.wav,audio/1833.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ce/ce722b58-65e1-452e-bf1c-67c7fe2587f8.mp3,./dataset/reazonspeech_wav_out/003/e8f2269ed3ca0.wav
audio/1885.wav,audio/0055.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/fb0d0b91f01a0.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a7/a7291824-6aeb-4e42-8992-00791c9ca79e.mp3
audio/2326.wav,audio/1640.wav,1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/5/5528.wav,./dataset/reazonspeech_wav_out/001/b0ddabfd8f850.wav
audio/2164.wav,audio/1042.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/3/3592.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ad/ad0d3ee9-6bd9-4279-94d6-06f77bafbc2d.mp3
audio/0470.wav,audio/1444.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/71/71e01d10-a3ac-459e-8dee-0b90b67aa4fd.mp3,./dataset/reazonspeech_wav_out/003/76e31aca06d0d.wav
audio/1945.wav,audio/0412.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/0/0644.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/3a/3a8189f4-3569-472f-9055-4d835d1992ff.mp3
audio/1066.wav,audio/0408.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/00895ad4d9bb9.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/bb/bb0bb834-7e83-40fe-8daf-5a1c5f6e7eae.mp3
audio/0099.wav,audio/1845.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/95/956a77ff-c8ae-4371-950f-1cec383c211a.mp3,./dataset/reazonspeech_wav_out/002/ee03a3a5c8992.wav
audio/0401.wav,audio/1201.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/01/01c3f15c-7842-47f5-af13-bbcc0702bfd5.mp3,./dataset/reazonspeech_wav_out/002/277951c244ba7.wav
audio/2355.wav,audio/0742.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/5/5958.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ec/eca5ecdb-1ca7-452a-b7b2-dce984d6423a.mp3
audio/0017.wav,audio/1850.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/6a/6ae89910-ee49-44bc-9201-90e5d6ffcc0d.mp3,./dataset/reazonspeech_wav_out/003/f080d711281f3.wav
audio/1282.wav,audio/2241.wav,1.0,reazonspeech,coco_nut,./dataset/reazonspeech_wav_out/003/3dcacd7c5b1bd.wav,./dataset/coco_nut/wav/4/4559.wav
audio/0899.wav,audio/1568.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/c0/c0ba0e25-699d-44cc-b9d2-39411b79b97f.mp3,./dataset/reazonspeech_wav_out/001/9c71cf39afa4f.wav
audio/0715.wav,audio/1443.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/14/14fd0202-4364-4221-87d9-31bb6d43ca57.mp3,./dataset/reazonspeech_wav_out/001/76d864182d4ba.wav
audio/1013.wav,audio/1255.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/c0/c07d9dca-bd90-4e66-96ca-c7c3ace64c4c.mp3,./dataset/reazonspeech_wav_out/002/345ec8e8f8fc7.wav
audio/1667.wav,audio/0230.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/b91adc1dfe55c.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/dc/dc89ee3f-79c5-4529-95b7-4633796a0a98.mp3
audio/2304.wav,audio/1616.wav,-1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/5/5306.wav,./dataset/reazonspeech_wav_out/002/aaab583e89db8.wav
audio/1752.wav,audio/0193.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/d18fae6c3072b.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ef/ef141817-4151-44b2-8010-b4648f3250cc.mp3
audio/1518.wav,audio/0490.wav,-1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/8a246d95a4683.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/91/9195a02b-4b06-4ab7-b0bd-2d46448d33e1.mp3
audio/0660.wav,audio/2176.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/83/8337c58c-d84d-46a9-87be-979ed4cfb81e.mp3,./dataset/coco_nut/wav/3/3872.wav
audio/1845.wav,audio/0125.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/ee03a3a5c8992.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9e/9edd17aa-2473-4a62-84c2-bdf522f9b349.mp3
audio/0617.wav,audio/1180.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/22/228c57f6-734b-47f6-a65a-bcd67d8dd6be.mp3,./dataset/reazonspeech_wav_out/002/2187a03136fe9.wav
audio/0573.wav,audio/1349.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/47/4750a74c-ea04-441c-9957-90ff0cacfcdc.mp3,./dataset/reazonspeech_wav_out/000/533422a0bc67f.wav
audio/0659.wav,audio/1893.wav,1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/6f/6fcc6f7e-93cd-4f80-b0e6-b3855db38f9c.mp3,./dataset/reazonspeech_wav_out/003/fff67b26f5d60.wav
audio/1181.wav,audio/1941.wav,-1.0,reazonspeech,coco_nut,./dataset/reazonspeech_wav_out/003/21edf31f6547d.wav,./dataset/coco_nut/wav/0/0600.wav
audio/0865.wav,audio/1470.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/f7/f71fa208-1de6-4c86-916b-cb8d68f3f030.mp3,./dataset/reazonspeech_wav_out/001/7d92833c3b1ae.wav
audio/2156.wav,audio/1517.wav,1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/3/3521.wav,./dataset/reazonspeech_wav_out/003/89e9df3a9734a.wav
audio/0635.wav,audio/2047.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/b6/b6033893-5f75-4dde-acf0-a505fd73817d.mp3,./dataset/coco_nut/wav/1/1801.wav
audio/2477.wav,audio/0559.wav,-1.0,coco_nut,anim400k,./dataset/coco_nut/wav/7/7379.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/f8/f8a270d4-14d1-4cc1-948a-6d1e9663591e.mp3
audio/1300.wav,audio/1000.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/425125b5c498d.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/af/af41f48d-1875-4a80-b713-8674c11590ae.mp3
audio/0057.wav,audio/1158.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ff/ff69bad2-451f-4124-8348-26401181e59c.mp3,./dataset/reazonspeech_wav_out/003/1ba864b03c443.wav
audio/0338.wav,audio/1086.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/f7/f747b2da-f47a-4a95-85cd-cc6a0309f9ca.mp3,./dataset/reazonspeech_wav_out/002/058cdc6fa0aa0.wav
audio/0558.wav,audio/1810.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/78/789afbaf-d458-452d-89ac-a995128d222d.mp3,./dataset/reazonspeech_wav_out/003/e16de64a76ef9.wav
audio/0268.wav,audio/1245.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/b3/b380f95c-62f9-4aa9-9f70-cdac882d3041.mp3,./dataset/reazonspeech_wav_out/000/315be0f41889b.wav
audio/1961.wav,audio/0309.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/0/0896.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/61/6109e60a-552a-4e49-a183-68875e6614bc.mp3
audio/2167.wav,audio/0356.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/3/3625.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/5e/5e104ef0-0799-49f2-ac9e-f4a97915a588.mp3
audio/2040.wav,audio/0976.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/1/1711.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/44/448d8ef8-dba7-4dda-80aa-f72515910ade.mp3
audio/1958.wav,audio/1337.wav,1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/0/0860.wav,./dataset/reazonspeech_wav_out/001/4d0f7e78111df.wav
audio/2399.wav,audio/0792.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/6/6495.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/76/764e8afe-2fbf-4648-be52-9b027407414c.mp3
audio/2270.wav,audio/1540.wav,1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/4/4869.wav,./dataset/reazonspeech_wav_out/002/91f2ee8ba2721.wav
audio/2209.wav,audio/0883.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/4/4079.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/7b/7ba9f775-11e8-4990-bb25-bfaca42cd42b.mp3
audio/1913.wav,audio/0527.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/0/0325.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/69/696088c2-5161-47cb-bc30-609425fb2f0e.mp3
audio/1622.wav,audio/0923.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/aba79b7d024f9.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/fc/fc1339d5-8414-4108-bdfd-94d3e00cc681.mp3
audio/1248.wav,audio/0736.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/325b41a76d31f.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/e3/e365b40d-7a20-4431-b647-70b822bb9e8a.mp3
audio/1360.wav,audio/0865.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/56a3a34f7d80f.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/f7/f71fa208-1de6-4c86-916b-cb8d68f3f030.mp3
audio/1383.wav,audio/2039.wav,-1.0,reazonspeech,coco_nut,./dataset/reazonspeech_wav_out/001/5e25bce9182ad.wav,./dataset/coco_nut/wav/1/1709.wav
audio/0962.wav,audio/1997.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/fb/fbca280c-01fc-4efa-896e-7bb6491a22a5.mp3,./dataset/coco_nut/wav/1/1241.wav
audio/0087.wav,audio/1616.wav,1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a8/a80e4181-c050-4a50-a44b-988d57fbc293.mp3,./dataset/reazonspeech_wav_out/002/aaab583e89db8.wav
audio/1868.wav,audio/0094.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/003/f56bd3843aa6e.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/2c/2c253246-e48b-4b70-b2b2-5e269af0a1fa.mp3
audio/2092.wav,audio/1626.wav,-1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/2/2472.wav,./dataset/reazonspeech_wav_out/001/ac813ed222e88.wav
audio/1263.wav,audio/0590.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/3743982867c9b.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/b6/b6557990-6a0d-4214-801a-08a35dc7dbd5.mp3
audio/0893.wav,audio/1843.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/f8/f8b58369-491d-4cb3-9e2a-531273a68f9b.mp3,./dataset/reazonspeech_wav_out/002/ed12779dfadd4.wav
audio/1175.wav,audio/0962.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/1fe2062eb64fb.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/fb/fbca280c-01fc-4efa-896e-7bb6491a22a5.mp3
audio/2436.wav,audio/1487.wav,-1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/6/6748.wav,./dataset/reazonspeech_wav_out/003/81aa0c49aca8b.wav
audio/0108.wav,audio/2175.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/96/9693f9fb-c3f5-4592-995d-86fca2c7de26.mp3,./dataset/coco_nut/wav/3/3869.wav
audio/1681.wav,audio/2406.wav,1.0,reazonspeech,coco_nut,./dataset/reazonspeech_wav_out/003/bda76b8f19fb8.wav,./dataset/coco_nut/wav/6/6536.wav
audio/1428.wav,audio/0687.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/7028da22f4acf.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/14/14a8d421-8110-4ad1-bf5b-f05cf9f55198.mp3
audio/2016.wav,audio/1089.wav,1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/1/1557.wav,./dataset/reazonspeech_wav_out/000/068cd2b4e25f6.wav
audio/1599.wav,audio/0655.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/a5939e6e6445e.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ea/ea6f5fb1-4f59-4838-b06c-8274e629ec15.mp3
audio/0637.wav,audio/2180.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/60/60587103-d5fa-4fb1-8e62-ee2607d48aef.mp3,./dataset/coco_nut/wav/3/3945.wav
audio/1462.wav,audio/0096.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/002/7ac2d9e1c0798.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9d/9d9d6263-075a-4a26-a00e-dd4e518bc687.mp3
audio/0205.wav,audio/2031.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/c5/c5d5ea3d-155b-4e96-b7ef-4a5a0b01e0c9.mp3,./dataset/coco_nut/wav/1/1668.wav
audio/1382.wav,audio/2190.wav,-1.0,reazonspeech,coco_nut,./dataset/reazonspeech_wav_out/000/5e2253990b45d.wav,./dataset/coco_nut/wav/3/3987.wav
audio/0370.wav,audio/2120.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/80/80db2996-f704-4218-8a38-8f39f476673b.mp3,./dataset/coco_nut/wav/2/2791.wav
audio/0767.wav,audio/1706.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/f6/f6ae59ce-4f0b-4fdf-a2d9-221768e7e9ff.mp3,./dataset/reazonspeech_wav_out/002/c78b09752a1ee.wav
audio/1986.wav,audio/0884.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/1/1178.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/c3/c38a3408-84ca-416c-a9fe-65f420139a71.mp3
audio/1031.wav,audio/2136.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d8/d8c05a98-7be5-4ac0-81e7-306c5ce19414.mp3,./dataset/coco_nut/wav/3/3126.wav
audio/0445.wav,audio/2184.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/58/5897d905-5d31-4f81-b6eb-92b0d4a7a32a.mp3,./dataset/coco_nut/wav/3/3964.wav
audio/2114.wav,audio/0952.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/2/2760.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/2f/2f542c50-8be3-48c1-bfb6-bf3de80d211b.mp3
audio/1670.wav,audio/0300.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/bb6b7d3cff653.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/1f/1f840e33-cb02-449d-a0cd-5e2c4c8cf06a.mp3
audio/2229.wav,audio/0980.wav,-1.0,coco_nut,anim400k,./dataset/coco_nut/wav/4/4410.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/73/732a72e5-4f8f-4101-8424-8ed985100f18.mp3
audio/2246.wav,audio/0867.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/4/4649.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/4a/4af83d90-a327-4202-8e19-d5c6a0ff9948.mp3
audio/2008.wav,audio/0607.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/1/1435.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/02/02a1ded9-9c5b-4a08-b8e5-becb192f9f71.mp3
audio/0114.wav,audio/1459.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d4/d4b26985-fcf3-40a0-b264-1f04a5e033b5.mp3,./dataset/reazonspeech_wav_out/000/7a7dbcd3802b3.wav
audio/1011.wav,audio/2103.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/5d/5d0195b1-71b5-4f32-bf50-670ec1793d02.mp3,./dataset/coco_nut/wav/2/2586.wav
audio/0272.wav,audio/1638.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/cb/cb5f5bec-e139-4c8e-a1aa-85646faedb9b.mp3,./dataset/reazonspeech_wav_out/003/b0742d000aa07.wav
audio/0695.wav,audio/2338.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/88/880b09de-5b9c-4a57-a54f-2a0faf5ca643.mp3,./dataset/coco_nut/wav/5/5655.wav
audio/0026.wav,audio/1902.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/e4/e48348f8-f6b8-4f37-ab1a-67e1b0963dbf.mp3,./dataset/coco_nut/wav/0/0114.wav
audio/0114.wav,audio/2082.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d4/d4b26985-fcf3-40a0-b264-1f04a5e033b5.mp3,./dataset/coco_nut/wav/2/2324.wav
audio/0862.wav,audio/2495.wav,-1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/c0/c0b8f3b0-d71e-427e-a547-cf181b32fbab.mp3,./dataset/coco_nut/wav/7/7606.wav
audio/1973.wav,audio/1290.wav,1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/1/1001.wav,./dataset/reazonspeech_wav_out/003/3f42575ba7bd5.wav
audio/1839.wav,audio/2124.wav,1.0,reazonspeech,coco_nut,./dataset/reazonspeech_wav_out/000/eb6da3e7a1e68.wav,./dataset/coco_nut/wav/2/2879.wav
audio/2338.wav,audio/1060.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/5/5655.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/86/86c40374-f1c9-4f1f-a397-7b22b426fa5b.mp3
audio/0024.wav,audio/1519.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0f/0ff81a6c-dd40-4999-9f43-e5dda160957d.mp3,./dataset/reazonspeech_wav_out/000/8a40a48440487.wav
audio/0152.wav,audio/1182.wav,1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/30/300dd900-8bdb-480b-99e0-9fd03dfa4b01.mp3,./dataset/reazonspeech_wav_out/002/221a9cd43e7fe.wav
audio/2249.wav,audio/1824.wav,-1.0,coco_nut,reazonspeech,./dataset/coco_nut/wav/4/4659.wav,./dataset/reazonspeech_wav_out/002/e5add76c6f00a.wav
audio/2448.wav,audio/0613.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/6/6854.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/16/168a67a9-5c35-4b75-8090-c007397f96e3.mp3
audio/1535.wav,audio/0171.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/000/8fc7dab354477.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/03/039ff282-52c2-499d-a5bc-ce1173c891ea.mp3
audio/0535.wav,audio/1074.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/2d/2daa130c-7b04-44a8-9ab1-1d16436306c7.mp3,./dataset/reazonspeech_wav_out/000/0158d51411b21.wav
audio/2323.wav,audio/0780.wav,-1.0,coco_nut,anim400k,./dataset/coco_nut/wav/5/5499.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/2e/2e79b612-b9c5-4f1b-9adf-7b19baa5fbbc.mp3
audio/2271.wav,audio/0925.wav,1.0,coco_nut,anim400k,./dataset/coco_nut/wav/4/4897.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/96/96ea7b69-78a1-47ab-a489-03f805884f50.mp3
audio/1541.wav,audio/0867.wav,1.0,reazonspeech,anim400k,./dataset/reazonspeech_wav_out/001/922be3d55ed4f.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/4a/4af83d90-a327-4202-8e19-d5c6a0ff9948.mp3
audio/1547.wav,audio/2044.wav,-1.0,reazonspeech,coco_nut,./dataset/reazonspeech_wav_out/000/943843bde9395.wav,./dataset/coco_nut/wav/1/1762.wav
audio/0322.wav,audio/1153.wav,-1.0,anim400k,reazonspeech,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0c/0ce3f225-6695-469d-aa4b-96f9b9aa6572.mp3,./dataset/reazonspeech_wav_out/002/1912a78ceff58.wav
audio/0128.wav,audio/2262.wav,1.0,anim400k,coco_nut,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/7d/7d49fd41-c21d-4741-87d9-a524c6ed7b9a.mp3,./dataset/coco_nut/wav/4/4791.wav
